Age_GTS2004	d18O_adj	d18O_adj_5pt_average	temp_C
20.62718	1.66	1.576	10.07092864
20.62718	1.53	1.644	9.80918304
20.63	1.72	1.636	9.83990944
20.63	1.79	1.568	10.10180736
20.63067	1.48	1.53	10.248726
20.63164	1.32	1.532	10.24098336
20.63358	1.34	1.646	9.80150424
20.63536	1.73	1.65	9.78615
20.636	2.36	1.816	9.15289984
20.6365	1.5	1.828	9.10742176
20.64	2.15	1.782	9.28197336
20.64039	1.4	1.642	9.81686296
20.6433	1.5	1.59	10.016934
20.64719	1.66	1.548	10.17908256
20.64779	1.24	1.576	10.07092864
20.65	1.94	1.604	9.96299424
20.65011	1.54	1.574	10.07864664
20.65303	1.64	1.582	10.04778136
20.65497	1.51	1.612	9.93219616
20.65789	1.28	1.728	9.48763776
20.66	2.09	1.756	9.38089504
20.66	2.12	1.802	9.20600856
20.66074	1.78	1.868	8.95611936
20.66254	1.74	1.772	9.31999776
20.66525	1.61	1.632	9.85527936
20.66796	1.61	1.712	9.54873216
20.66809	1.42	1.784	9.27437184
20.67	2.18	1.782	9.28197336
20.67	2.1	1.78	9.289576
20.67067	1.6	1.784	9.27437184
20.67247	1.6	1.666	9.72477784
20.67518	1.44	1.572	10.08636576
20.67789	1.59	1.684	9.65581984
20.6797	1.63	1.758	9.37327896
20.68	2.16	1.808	9.18324096
20.68317	1.97	1.77	9.327606
20.68331	1.69	1.766	9.34282584
20.684	1.4	1.58	10.055496
20.68692	1.61	1.62	9.901416
20.68971	1.23	1.576	10.07092864
20.69	2.17	1.572	10.08636576
20.69053	1.47	1.626	9.87834264
20.69414	1.38	1.694	9.61754904
20.7	1.88	1.575	10.0747875
20.70046	1.57	1.5375	10.219696875
20.70067	NA	1.6025	9.968770875
20.70082	1.32	1.52	10.287456
20.70082	1.64	1.5675	10.103737875
20.70407	1.55	1.514	10.31070744
20.708	1.76	1.544	10.19455104
20.7113	1.3	1.538	10.21776216
20.71491	1.47	1.412	10.70752416
20.71763	1.61	1.396	10.77003424
20.72	0.92	1.398	10.76221656
20.72034	1.68	1.39	10.793494
20.72305	1.31	1.404	10.73877024
20.72775	1.43	1.526	10.26421464
20.72868	1.68	1.552	10.16361856
20.72992	1.53	1.538	10.21776216
20.73	1.81	1.512	10.31846016
20.73174	1.24	1.49	10.403814
20.73208	1.3	1.502	10.35724056
20.73353	1.57	1.562	10.12497816
20.73569	1.59	1.69	9.632854
20.74	2.11	1.618	9.90910936
20.74	1.88	1.57	10.094086
20.74003	0.94	1.542	10.20228696
20.7422	1.33	1.416	10.69190784
20.74436	1.45	1.328	11.03650176
20.74653	1.48	1.546	10.18681624
20.7487	1.44	1.566	10.10952984
20.75	2.03	1.572	10.08636576
20.75086	1.43	1.624	9.88603264
20.75231	1.48	1.624	9.88603264
20.7552	1.74	1.596	9.99381024
20.75736	1.44	1.65	9.78615
20.76	1.89	1.622	9.89372376
20.76	1.7	1.518	10.29520536
20.76025	1.34	1.468	10.48930336
20.76242	1.22	1.304	11.13085824
20.76459	1.19	1.205	11.5217835
20.76544	1.07	1.18	11.620936
20.7666	NA	1.2575	11.314132875
20.76675	1.24	1.3325	11.018827875
20.76805	1.53	1.3875	10.803271875
20.76805	1.49	1.386	10.80913944
20.76892	1.29	1.43	10.637286
20.76892	1.38	1.51	10.326214
20.77	1.46	1.442	10.59051096
20.77	1.93	1.39	10.793494
20.77181	1.15	1.32	11.067936
20.77398	1.03	1.268	11.27269536
20.77614	1.03	1.214	11.48613144
20.77831	1.2	1.328	11.03650176
20.78	1.66	1.404	10.73877024
20.78	1.72	1.492	10.39604896
20.78048	1.41	1.54	10.210024
20.78337	1.47	1.596	9.99381024
20.79	1.44	1.506	10.34172504
20.797	1.94	1.492	10.39604896
20.7997	1.27	1.406	10.73095704
20.8	1.34	1.394	10.77785304
20.8	1.04	1.212	11.49405216
20.80257	1.38	1.246	11.35955224
20.80833	1.03	1.23	11.422806
20.81	1.44	1.282	11.21749336
20.81217	1.26	1.186	11.59712344
20.81505	1.3	1.19	11.581254
20.81598	0.9	1.244	11.36745504
20.81793	1.05	1.236	11.39907744
20.82	1.71	1.22	11.462376
20.8208	1.22	1.25	11.34375
20.82587	NA	1.2675	11.274667875
20.82587	1.02	1.2	11.5416
20.82944	1.12	1.2325	11.412917875
20.83	1.44	1.226	11.43863064
20.83	1.35	1.22	11.462376
20.83282	1.2	1.216	11.47821184
20.83328	0.99	1.26	11.304264
20.83807	1.1	1.226	11.43863064
20.84	1.66	1.234	11.40698584
20.84191	1.18	1.37	10.871766
20.84671	1.24	1.32	11.067936
20.84679	1.67	1.254	11.32795224
20.85	0.85	1.33	11.028646
20.85448	1.33	1.328	11.03650176
20.8581	1.56	1.338	10.99723416
20.85871	1.23	1.374	10.85610264
20.86	1.72	1.394	10.77785304
20.86188	1.03	1.298	11.15447256
20.864	1.43	1.386	10.80913944
20.86611	1.08	1.286	11.20173144
20.87	1.67	1.322	11.06007576
20.87034	1.22	1.228	11.43071776
20.87352	1.21	1.4	10.7544
20.87774	0.96	1.27	11.264806
20.88	1.94	1.286	11.20173144
20.88092	1.02	1.25	11.34375
20.88616	1.3	1.338	10.99723416
20.88616	1.03	1.292	11.17809696
20.88832	1.4	1.282	11.21749336
20.89	1.71	1.42	10.676296
20.89179	0.97	1.478	10.45042776
20.9	1.99	1.694	9.61754904
20.90021	1.32	1.568	10.10180736
20.909	2.48	1.886	8.88817944
20.90936	1.08	1.866	8.96367384
20.91	2.56	1.88	8.910816
20.91	1.89	1.64	9.824544
20.91353	1.39	1.78	9.289576
20.91666	1.28	1.572	10.08636576
20.92	1.78	1.474	10.46597464
20.92	1.52	1.592	10.00922496
20.92088	1.4	1.716	9.53345184
20.925	1.98	1.654	9.77080024
20.93	1.9	1.646	9.80150424
20.93251	1.47	1.708	9.56401696
20.9339	1.48	1.736	9.45711744
20.93774	1.71	1.608	9.94759296
20.94	2.12	1.854	9.00902424
20.94308	1.26	1.902	8.82786456
20.95	2.7	1.78	9.289576
20.95	1.72	1.654	9.77080024
20.95075	1.1	1.706	9.57166104
20.9526	1.49	1.518	10.29520536
20.96212	1.52	1.53	10.248726
20.96529	1.76	1.542	10.20228696
20.96748	1.78	1.498	10.37276056
20.9676	1.16	1.516	10.30295584
20.96779	1.27	1.554	10.15588824
20.97	1.61	1.536	10.22550144
20.97	1.95	1.648	9.79382656
20.97077	1.69	1.73	9.480006
20.97406	1.72	1.73	9.480006
20.97602	1.68	1.656	9.76312704
20.97734	1.61	1.658	9.75545496
20.98063	1.58	1.658	9.75545496
20.98388	1.7	1.696	9.60989824
20.98458	1.72	1.708	9.56401696
20.986	1.87	1.674	9.69411864
20.99	1.67	1.632	9.85527936
20.99234	1.41	1.596	9.99381024
20.99551	1.49	1.516	10.30295584
20.99868	1.54	1.452	10.55156256
21	1.47	1.598	9.98610456
21.00186	1.35	1.638	9.83222616
21.00426	2.14	1.662	9.74011416
21.00503	1.69	1.756	9.38089504
21.00714	1.66	1.808	9.18324096
21.01	1.94	1.72	9.518176
21.01031	1.61	1.71	9.556374
21.01349	1.7	1.706	9.57166104
21.01666	1.64	1.71	9.556374
21.01983	1.64	1.72	9.518176
21.02	1.96	1.728	9.48763776
21.023	1.66	1.668	9.71711136
21.02395	1.74	1.664	9.73244544
21.02656	1.34	1.852	9.01658656
21.02935	1.62	1.894	8.85801304
21.03	2.9	1.828	9.10742176
21.031	1.87	1.826	9.11499864
21.03249	1.41	1.804	9.19841824
21.03667	1.33	1.618	9.90910936
21.0398	1.51	1.344	10.97368704
21.04	1.97	1.36	10.910944
21.04293	0.5	1.3675	10.881557875
21.04293	1.49	1.39	10.793494
21.047	NA	1.4725	10.471805875
21.0471	1.6	1.7475	9.413275875
21.05	2.3	1.815	9.1566915
21.05002	1.6	1.792	9.24397696
21.05392	1.76	1.816	9.15289984
21.05684	1.7	1.724	9.50290464
21.06	1.72	1.762	9.35805016
21.06074	1.84	1.73	9.480006
21.06366	1.79	1.686	9.64816344
21.07048	1.6	1.656	9.76312704
21.0734	1.48	1.498	10.37276056
21.07632	1.57	1.536	10.22550144
21.0771	1.05	1.52	10.287456
21.08302	1.98	1.455	10.5398835
21.08302	NA	1.3825	10.822832875
21.08509	1.22	1.4425	10.588562875
21.08553	1.28	1.375	10.8521875
21.08801	1.29	1.522	10.27970776
21.089	1.71	1.542	10.20228696
21.09	2.11	1.554	10.15588824
21.09016	1.32	1.592	10.00922496
21.09159	1.34	1.556	10.14815904
21.09364	1.48	1.478	10.45042776
21.0955	1.53	1.51	10.326214
21.096	1.72	1.502	10.35724056
21.10667	1.48	1.498	10.37276056
21.10675	1.3	1.792	9.24397696
21.10973	1.46	1.71	9.556374
21.11	3	1.646	9.80150424
21.11087	1.31	1.798	9.22119256
21.11287	1.16	1.798	9.22119256
21.12	2.06	1.538	10.21776216
21.121	1.46	1.544	10.19455104
21.12327	1.7	1.616	9.91680384
21.12575	1.34	1.498	10.37276056
21.12575	1.52	1.564	10.11725344
21.12575	1.47	1.496	10.38052224
21.12589	1.79	1.528	10.25646976
21.1272	1.36	1.594	10.00151704
21.12917	1.5	1.702	9.58695256
21.13	1.85	1.68	9.671136
21.13	2.01	1.675	9.6902875
21.131	NA	1.5625	10.123046875
21.13114	1.34	1.39	10.793494
21.13245	1.05	1.3825	10.822832875
21.13442	1.16	1.36	10.910944
21.13525	1.98	1.362	10.90310616
21.1362	1.27	1.538	10.21776216
21.13639	1.35	1.59	10.016934
21.13726	1.93	1.446	10.57492824
21.1377	1.42	1.574	10.07864664
21.13967	1.26	1.67	9.709446
21.14	1.91	1.504	10.34948224
21.14	1.83	1.496	10.38052224
21.14164	1.1	1.488	10.41158016
21.14305	1.38	1.398	10.76221656
21.14464	1.22	1.334	11.01293784
21.14533	1.46	1.45	10.55935
21.1476	1.51	1.558	10.14043096
21.14911	1.68	1.662	9.74011416
21.15	1.92	1.698	9.60224856
21.15139	1.74	1.69	9.632854
21.15366	1.64	1.65	9.78615
21.15593	1.47	1.594	10.00151704
21.1582	1.48	1.504	10.34948224
21.16	1.64	1.596	9.99381024
21.16123	1.29	1.556	10.14815904
21.16234	2.1	1.534	10.23324184
21.16351	1.27	1.482	10.43488536
21.16654	1.37	1.476	10.45820064
21.16881	1.38	1.486	10.41934744
21.17	1.26	1.546	10.18681624
21.17	2.15	1.64	9.824544
21.17109	1.57	1.692	9.62520096
21.173	1.84	1.762	9.35805016
21.17412	1.64	1.64	9.824544
21.1767	1.61	1.586	10.03235544
21.17943	1.54	1.486	10.41934744
21.18308	1.3	1.414	10.69971544
21.18582	1.34	1.356	10.92662304
21.18946	1.28	1.26	11.304264
21.19311	1.32	1.238	11.39117016
21.19675	1.06	1.186	11.59712344
21.2	1.19	1.23	11.422806
21.2004	1.08	1.16	11.700384
21.20375	1.5	1.2	11.5416
21.20405	0.97	1.506	10.34172504
21.20769	1.26	1.678	9.67879576
21.21	2.72	1.642	9.81686296
21.21	1.94	1.732	9.47237536
21.21134	1.32	1.798	9.22119256
21.21408	1.42	1.516	10.30295584
21.216	1.59	1.46	10.520424
21.21778	1.31	1.512	10.31846016
21.22	1.66	1.498	10.37276056
21.22063	1.58	1.414	10.69971544
21.22063	1.35	1.486	10.41934744
21.2215	1.17	1.362	10.90310616
21.22321	1.67	1.252	11.33585056
21.22429	1.04	1.396	10.77003424
21.22708	1.03	1.372	10.86393376
21.23	2.07	1.256	11.32005504
21.23081	1.05	1.276	11.24114464
21.2336	1.09	1.43	10.637286
21.23605	1.14	1.372	10.86393376
21.24	1.8	1.39	10.793494
21.24	1.78	1.402	10.74658456
21.24011	1.14	1.432	10.62948736
21.2429	1.15	1.36	10.910944
21.24663	1.29	1.27	11.264806
21.24942	1.44	1.324	11.05221664
21.25	1.33	1.422	10.66849176
21.25221	1.41	1.444	10.58271904
21.25593	1.64	1.534	10.23324184
21.25872	1.4	1.562	10.12497816
21.26	1.89	1.608	9.94759296
21.26011	1.47	1.564	10.11725344
21.26151	1.64	1.542	10.20228696
21.26285	1.42	1.38	10.832616
21.26524	1.29	1.292	11.17809696
21.26803	1.08	1.182	11.61299736
21.27129	1.03	1.134	11.80383384
21.27175	1.09	1.094	11.96335704
21.27454	1.18	1.124	11.84367264
21.27733	1.09	1.156	11.71628704
21.28106	1.23	1.172	11.65270176
21.28385	1.19	1.29	11.185974
21.28664	1.17	1.282	11.21749336
21.28742	1.77	1.26	11.304264
21.29036	1.05	1.276	11.24114464
21.29315	1.12	1.4	10.7544
21.29595	1.27	1.256	11.32005504
21.29682	1.79	1.376	10.84827264
21.29961	1.05	1.398	10.76221656
21.30026	1.65	1.55	10.17135
21.30235	1.23	1.39	10.793494
21.304	2.03	1.388	10.80131616
21.30508	0.99	1.3	11.1466
21.30873	1.04	1.288	11.19385216
21.31055	1.21	1.16	11.700384
21.3142	1.17	1.18	11.620936
21.31693	1.39	1.278	11.23325976
21.3186	1.09	1.348	10.95799456
21.32058	1.53	1.484	10.42711584
21.32331	1.56	1.526	10.26421464
21.32595	1.85	1.626	9.87834264
21.32605	1.6	1.656	9.76312704
21.32878	1.59	1.62	9.901416
21.33039	1.68	1.54	10.210024
21.33039	1.38	1.536	10.22550144
21.33243	1.45	1.504	10.34948224
21.33516	1.58	1.444	10.58271904
21.33789	1.43	1.43	10.637286
21.34062	1.38	1.432	10.62948736
21.34425	1.31	1.434	10.62168984
21.34698	1.46	1.362	10.90310616
21.348	1.59	1.428	10.64508576
21.3497	1.07	1.41	10.715334
21.35163	1.71	1.432	10.62948736
21.35243	1.22	1.394	10.77785304
21.35572	1.57	1.464	10.50486144
21.35606	1.4	1.542	10.20228696
21.35879	1.42	1.69	9.632854
21.36	2.1	1.676	9.68645664
21.36	1.96	1.742	9.43423896
21.36151	1.5	1.754	9.38851224
21.36447	1.73	1.592	10.00922496
21.36514	1.48	1.476	10.45820064
21.36787	1.29	1.56	10.132704
21.37	1.38	1.464	10.50486144
21.37	1.92	1.424	10.66068864
21.37059	1.25	1.416	10.69190784
21.37332	1.28	1.416	10.69190784
21.37695	1.25	1.218	11.47029336
21.37732	1.38	1.226	11.43863064
21.3797	0.93	1.356	10.92662304
21.3797	1.29	1.514	10.31070744
21.38	1.93	1.5	10.365
21.38	2.04	1.566	10.10952984
21.38248	1.31	1.522	10.27970776
21.38527	1.26	1.63	9.862966
21.38899	1.07	1.456	10.53599104
21.39	2.47	1.582	10.04778136
21.39178	1.17	1.56	10.132704
21.392	1.94	1.542	10.20228696
21.39456	1.15	1.216	11.47821184
21.39735	0.98	1.446	10.57492824
21.39793	0.84	1.46	10.520424
21.39966	2.32	1.566	10.10952984
21.4	2.01	1.64	9.824544
21.4	1.68	1.684	9.65581984
21.40107	1.35	1.506	10.34172504
21.40385	1.06	1.524	10.27196064
21.4066	1.43	1.568	10.10180736
21.41	2.1	1.572	10.08636576
21.41	1.9	1.726	9.49527064
21.41027	1.37	1.65	9.78615
21.41102	1.83	1.434	10.62168984
21.41393	1.05	1.262	11.29637016
21.4176	1.02	1.186	11.59712344
21.42035	1.04	1.124	11.84367264
21.42494	0.99	1.218	11.47029336
21.427	1.52	1.224	11.44654464
21.427	1.52	1.388	10.80131616
21.42861	1.05	1.466	10.49708184
21.43	1.86	1.458	10.52820696
21.43	1.38	1.382	10.82478936
21.43	1.48	1.392	10.78567296
21.43228	1.14	1.374	10.85610264
21.43595	1.1	1.346	10.96584024
21.438	1.77	1.376	10.84827264
21.43962	1.24	1.384	10.81696384
21.44	1.63	1.376	10.84827264
21.44237	1.18	1.176	11.63681664
21.443	1.06	1.276	11.24114464
21.443	0.77	1.176	11.63681664
21.44341	1.74	1.146	11.75606424
21.4442	1.13	1.212	11.49405216
21.44695	1.03	1.252	11.33585056
21.44754	1.39	1.228	11.43071776
21.44879	0.97	1.364	10.89526944
21.45	1.62	1.48	10.442656
21.45	1.81	1.402	10.74658456
21.451	1.61	1.408	10.72314496
21.45154	1	1.196	11.55745824
21.45337	1	1.038	12.18744216
21.45613	0.56	1.036	12.19546144
21.45796	1.02	1.2	11.5416
21.46	1.6	1.208	11.50989696
21.46	1.82	1.294	11.17022104
21.46071	1.04	1.278	11.23325976
21.46255	0.99	1.158	11.70833496
21.4653	0.94	0.946	12.55748824
21.46713	1	1.078	12.02729176
21.46988	0.76	1.158	11.70833496
21.47	1.7	1.216	11.47821184
21.47	1.39	1.26	11.304264
21.47172	1.23	1.342	10.98153496
21.47355	1.22	1.23	11.422806
21.4742	1.17	1.19	11.581254
21.4742	1.14	1.166	11.67653784
21.4763	1.19	1.266	11.28058584
21.47905	1.11	1.234	11.40698584
21.48	1.72	1.248	11.35165056
21.48181	1.01	1.27	11.264806
21.483	1.21	1.41	10.715334
21.483	1.3	1.272	11.25691776
21.483	1.81	1.278	11.23325976
21.48458	1.03	1.248	11.35165056
21.48606	1.04	1.258	11.31215896
21.48717	1.06	1.128	11.82773376
21.48892	1.35	1.154	11.72424024
21.49	1.16	1.178	11.62887576
21.49106	1.16	1.206	11.51782104
21.49405	1.16	1.19	11.581254
21.49718	1.2	1.262	11.29637016
21.49885	1.27	1.29	11.185974
21.5	1.52	1.306	11.12298904
21.50135	1.3	1.318	11.07579736
21.50448	1.24	1.402	10.74658456
21.50719	1.26	1.312	11.09938816
21.50882	1.69	1.248	11.35165056
21.50969	1.07	1.264	11.28847744
21.50969	0.98	1.3	11.1466
21.51178	1.32	1.214	11.48613144
21.51491	1.44	1.282	11.21749336
21.5187	1.26	1.388	10.80131616
21.52	1.41	1.344	10.97368704
21.52	1.51	1.274	11.24903064
21.5207	1.1	1.296	11.16234624
21.52241	1.09	1.268	11.27269536
21.52277	1.37	1.126	11.83570264
21.52277	1.27	1.064	12.08329344
21.52637	0.8	1.108	11.90747296
21.52888	0.79	1.098	11.94738456
21.53	1.31	1.132	11.81179936
21.53	1.32	1.174	11.64475864
21.53	1.44	1.232	11.41489536
21.5318	1.01	1.206	11.51782104
21.53597	1.08	1.32	11.067936
21.53889	1.18	1.254	11.32795224
21.54	1.89	1.222	11.45445976
21.54055	1.11	1.166	11.67653784
21.54431	0.85	1.29	11.185974
21.54723	0.8	1.26	11.304264
21.54755	1.8	1.224	11.44654464
21.55	1.74	1.252	11.33585056
21.55056	0.93	1.296	11.16234624
21.55307	0.99	1.162	11.69243416
21.554	1.02	1.066	12.07528984
21.55599	1.13	1.04	12.179424
21.557	1.26	1.204	11.52574624
21.5589	0.8	1.306	11.12298904
21.56	1.81	1.208	11.50989696
21.56	1.53	1.19	11.581254
21.56224	0.64	1.156	11.71628704
21.563	1.17	1.084	12.00330784
21.56537	0.63	0.928	12.63016576
21.567	1.45	1.17	11.660646
21.56808	0.75	1.314	11.09152344
21.57	1.85	1.406	10.73095704
21.57	1.89	1.388	10.80131616
21.57162	1.09	1.472	10.47374976
21.572	1.36	1.354	10.93446424
21.57475	1.17	1.182	11.61299736
21.576	1.26	1.364	10.89526944
21.57726	1.03	1.494	10.38828504
21.58	2	1.466	10.49708184
21.58	2.01	1.464	10.50486144
21.58059	1.03	1.482	10.43488536
21.581	1.25	1.33	11.028646
21.582	1.12	1.186	11.59712344
21.5833	1.24	1.192	11.57332096
21.585	1.29	1.108	11.90747296
21.58643	1.06	1.088	11.98732416
21.589	0.83	1.216	11.47821184
21.58977	1.02	1.326	11.04435864
21.59	1.88	1.314	11.09152344
21.59	1.84	1.444	10.58271904
21.59269	1	1.432	10.62948736
21.594	1.48	1.308	11.11512096
21.59575	0.96	1.144	11.76402304
21.598	1.26	1.286	11.20173144
21.59867	1.02	1.32	11.067936
21.6	1.71	1.322	11.06007576
21.6	1.65	1.274	11.24903064
21.601	0.97	1.32	11.067936
21.60228	1.02	1.41	10.715334
21.603	1.25	1.276	11.24114464
21.60478	2.16	1.466	10.49708184
21.6052	0.98	1.458	10.52820696
21.607	1.92	1.528	10.25646976
21.60812	0.98	1.396	10.77003424
21.61	1.6	1.406	10.73095704
21.61	1.5	1.174	11.64475864
21.61062	1.03	1.262	11.29637016
21.611	0.76	1.132	11.81179936
21.61209	1.42	1.066	12.07528984
21.61396	0.95	1.056	12.11531904
21.616	1.17	1.118	11.86758936
21.61646	0.98	1.18	11.620936
21.61813	1.07	1.312	11.09938816
21.62	1.73	1.424	10.66068864
21.62	1.61	1.568	10.10180736
21.62	1.73	1.564	10.11725344
21.62	1.7	1.41	10.715334
21.62397	1.05	1.324	11.05221664
21.62431	0.96	1.258	11.31215896
21.625	1.18	1.238	11.39117016
21.625	1.4	1.122	11.85164376
21.625	1.6	1.062	12.09129816
21.62647	0.47	1.122	11.85164376
21.629	0.66	1.16	11.700384
21.63	1.48	1.066	12.07528984
21.63	1.59	1.15	11.74015
21.63	1.13	1.274	11.24903064
21.63043	0.89	1.426	10.65288664
21.63277	1.28	1.25	11.34375
21.633	2.24	1.392	10.78567296
21.63398	0.71	1.36	10.910944
21.638	1.84	1.368	10.87959936
21.63881	0.73	1.178	11.62887576
21.64	1.32	1.266	11.28058584
21.64	1.29	1.136	11.79586944
21.64	1.15	1.334	11.01293784
21.64123	1.19	1.232	11.41489536
21.642	1.72	1.258	11.31215896
21.64232	0.81	1.312	11.09938816
21.645	1.42	1.282	11.21749336
21.645	1.42	1.178	11.62887576
21.64565	1.04	1.206	11.51782104
21.647	1.2	1.37	10.871766
21.64982	0.95	1.35	10.95015
21.65	2.24	1.31	11.107254
21.651	1.32	1.356	10.92662304
21.65358	0.84	1.344	10.97368704
21.656	1.43	1.1	11.9394
21.65733	0.89	1.22	11.462376
21.65985	1.02	1.45	10.55935
21.66	1.92	1.44	10.598304
21.66	1.99	1.462	10.51264216
21.66	1.38	1.462	10.51264216
21.66258	1	1.338	10.99723416
21.66258	1.02	1.104	11.92343424
21.664	1.3	1.004	12.32392224
21.66582	0.82	1.1	11.9394
21.66821	0.88	1.304	11.13085824
21.669	1.48	1.382	10.82478936
21.67	2.04	1.358	10.91878296
21.673	1.69	1.476	10.45820064
21.67664	0.7	1.474	10.46597464
21.679	1.47	1.27	11.264806
21.682	1.47	1.048	12.14736256
21.6822	1.02	1.124	11.84367264
21.68373	0.58	1.032	12.21150336
21.68373	1.08	0.996	12.35608224
21.68373	1.01	1.09	11.979334
21.68544	1.29	1.224	11.44654464
21.686	1.49	1.196	11.55745824
21.688	1.25	1.268	11.27269536
21.68876	0.94	1.336	11.00508544
21.689	1.37	1.276	11.24114464
21.68954	1.63	1.248	11.35165056
21.68954	1.19	1.302	11.13872856
21.691	1.11	1.216	11.47821184
21.69149	1.21	1.168	11.66859136
21.69363	0.94	1.128	11.82773376
21.695	1.39	1.096	11.95537024
21.69548	0.99	1.002	12.33196056
21.69839	0.95	1.114	11.88353944
21.69851	0.74	1.13	11.819766
21.7	1.5	1.164	11.68448544
21.7	1.47	1.24	11.383264
21.70131	1.16	1.278	11.23325976
21.70245	1.33	1.228	11.43071776
21.70296	0.93	1.154	11.72424024
21.704	1.25	1.15	11.74015
21.7063	1.1	1.204	11.52574624
21.70834	1.14	1.252	11.33585056
21.709	1.6	1.304	11.13085824
21.70979	1.17	1.322	11.06007576
21.71	1.51	1.292	11.17809696
21.71	1.19	1.29	11.185974
21.71229	0.99	1.276	11.24114464
21.713	1.59	1.158	11.70833496
21.71406	1.1	1.248	11.35165056
21.71697	0.92	1.28	11.225376
21.717	1.64	1.116	11.87556384
21.71741	1.15	1.156	11.71628704
21.71817	0.77	1.264	11.28847744
21.72	1.3	1.182	11.61299736
21.72	1.46	1.236	11.39907744
21.72093	1.23	1.282	11.21749336
21.722	1.42	1.264	11.28847744
21.72313	1	1.22	11.462376
21.72525	1.21	1.142	11.77198296
21.726	1.24	1.11	11.899494
21.72851	0.84	1.182	11.61299736
21.72875	1.26	1.134	11.80383384
21.73	1.36	1.146	11.75606424
21.731	0.97	1.176	11.63681664
21.73274	1.3	1.155	11.7202635
21.73296	0.99	1.3225	11.058110875
21.733	NA	1.3675	10.881557875
21.735	2.03	1.305	11.1269235
21.73706	1.15	1.345	10.9697635
21.73784	1.05	1.226	11.43863064
21.739	1.15	1.04	12.179424
21.74	0.75	1.038	12.18744216
21.74018	1.1	1.056	12.11531904
21.74263	1.14	1.108	11.90747296
21.7428	1.14	1.194	11.56538904
21.744	1.41	1.18	11.620936
21.74434	1.18	1.192	11.57332096
21.74767	1.03	1.198	11.54952856
21.74862	1.2	1.264	11.28847744
21.749	1.17	1.232	11.41489536
21.75	1.74	1.248	11.35165056
21.75	1.02	1.22	11.462376
21.75187	1.11	1.264	11.28847744
21.75263	1.06	1.124	11.84367264
21.753	1.39	1.146	11.75606424
21.75619	1.04	1.15	11.74015
21.7575	1.13	1.226	11.43863064
21.75785	1.13	1.21	11.501974
21.758	1.44	1.24	11.383264
21.75944	1.31	1.258	11.31215896
21.76	1.19	1.254	11.32795224
21.7621	1.22	1.256	11.32005504
21.76246	1.11	1.262	11.29637016
21.763	1.45	1.3	11.1466
21.76486	1.34	1.278	11.23325976
21.767	1.38	1.294	11.17022104
21.767	1.11	1.252	11.33585056
21.76742	1.19	1.246	11.35955224
21.76894	1.24	1.302	11.13872856
21.77	1.31	1.356	10.92662304
21.772	1.66	1.372	10.86393376
21.7724	1.38	1.38	10.832616
21.77361	1.27	1.344	10.97368704
21.77587	1.28	1.302	11.13872856
21.777	1.13	1.298	11.15447256
21.779	1.45	1.32	11.067936
21.7797	1.36	1.32	11.067936
21.78	1.38	1.366	10.88743384
21.78049	1.28	1.476	10.45820064
21.781	1.36	1.452	10.55156256
21.78369	2	1.386	10.80913944
21.78395	1.24	1.5	10.365
21.78589	1.05	1.482	10.43488536
21.786	1.85	1.42	10.676296
21.78742	1.27	1.478	10.45042776
21.79	1.69	1.648	9.79382656
21.79	1.53	1.454	10.54377624
21.79	1.9	1.458	10.52820696
21.79072	0.88	1.362	10.90310616
21.791	1.29	1.296	11.16234624
21.79204	1.21	1.272	11.25691776
21.79205	1.2	1.37	10.871766
21.79517	1.78	1.3575	10.920742875
21.79517	NA	1.415	10.6958115
21.79621	1.24	1.395	10.7739435
21.797	1.44	1.235	11.4030315
21.79818	1.12	1.224	11.44654464
21.79954	1.14	1.282	11.21749336
21.79973	1.18	1.336	11.00508544
21.8	1.53	1.402	10.74658456
21.8	1.71	1.424	10.66068864
21.802	1.45	1.442	10.59051096
21.80426	1.25	1.384	10.81696384
21.80442	1.27	1.31	11.107254
21.807	1.24	1.266	11.28058584
21.80769	1.34	1.246	11.35955224
21.81081	1.23	1.284	11.20961184
21.81098	1.15	1.368	10.87959936
21.8129	1.46	1.346	10.96584024
21.813	1.66	1.356	10.92662304
21.81603	1.23	1.394	10.77785304
21.81655	1.28	1.354	10.93446424
21.818	1.34	1.252	11.33585056
21.81926	1.26	1.232	11.41489536
21.82053	1.15	1.294	11.17022104
21.82153	1.13	1.33	11.028646
21.82274	1.59	1.31	11.107254
21.823	1.52	1.298	11.15447256
21.82495	1.16	1.35	10.95015
21.82722	1.09	1.354	10.93446424
21.828	1.39	1.42	10.676296
21.82883	1.61	1.48	10.442656
21.82962	1.85	1.484	10.42711584
21.831	1.46	1.464	10.50486144
21.83272	1.11	1.392	10.78567296
21.83492	1.29	1.284	11.20961184
21.83585	1.25	1.306	11.12298904
21.83898	1.31	1.312	11.09938816
21.839	1.57	1.314	11.09152344
21.84111	1.14	1.31	11.107254
21.84211	1.3	1.262	11.29637016
21.84429	1.23	1.218	11.47029336
21.8472	1.07	1.246	11.35955224
21.84771	1.35	1.302	11.13872856
21.849	1.28	1.31	11.107254
21.85112	1.58	1.406	10.73095704
21.85339	1.27	1.416	10.69190784
21.85453	1.55	1.424	10.66068864
21.855	1.4	1.332	11.02079136
21.85776	1.32	1.312	11.09938816
21.85948	1.12	1.25	11.34375
21.86193	1.17	1.198	11.54952856
21.86506	1.24	1.158	11.70833496
