Age_GTS2004	d18O_adj	d18O_adj_5pt_average	temp_C
0.08989	3.45	3.338	3.70651416
0.09012	3.22	3.318	3.77387736
0.09033	3.33	3.3325	3.725027875
0.09083	3.33	3.2125	4.131071875
0.09112	NA	3.2975	3.843040875
0.09112	2.97	3.3425	3.691372875
0.09112	3.56	3.3375	3.708196875
0.09131	3.51	3.372	3.59225376
0.09132	3.31	3.48	3.231456
0.09139	3.51	3.46	3.298024
0.09139	3.51	3.443333333	3.35358289000085
0.09212	NA	3.51	3.131814
0.09212	NA	3.395	3.5151435
0.09212	NA	3.295	3.8514835
0.09212	3.28	3.45	3.33135
0.09232	3.31	3.3975	3.506770875
0.09255	3.76	3.406	3.47831704
0.09281	3.24	3.502	3.15836056
0.09283	3.44	3.592	2.86074496
0.09298	3.76	3.572	2.92668576
0.09298	3.76	3.582	2.89370136
0.09317	3.66	3.572	2.92668576
0.09331	3.29	3.428	3.40476576
0.09332	3.39	3.408	3.47162496
0.0937	3.04	3.408	3.47162496
0.09377	3.66	3.39	3.531894
0.09377	3.66	3.39	3.531894
0.09381	3.2	3.4775	3.239770875
0.09412	NA	3.416666667	3.44263888777445
0.09412	3.39	3.295	3.8514835
0.09412	NA	3.225	4.0885875
0.09412	NA	3.233333333	4.06028889002045
0.09412	3.06	3.266666667	3.94728888776045
0.0943	3.25	3.235	4.0546315
0.09441	3.49	3.144	4.36466304
0.0948	3.14	3.12	4.446816
0.09512	2.78	3.168	4.28267136
0.09512	2.94	3.168	4.28267136
0.09536	3.49	3.246	4.01731224
0.09536	3.49	3.336	3.71324544
0.09572	3.53	3.422	3.42481176
0.09612	3.23	3.522	3.09202776
0.09614	3.37	3.64	2.702944
0.09629	3.99	3.514	3.11854744
0.09629	4.08	3.48	3.231456
0.09629	2.9	3.478	3.23810776
0.09678	3.06	3.35	3.66615
0.09689	3.36	3.106666667	4.49252622107885
0.09712	NA	3.21	4.139574
0.09712	NA	3.22	4.105576
0.09712	NA	3.08	4.584096
0.09728	3.08	3.083333333	4.57263889003445
0.09741	3.08	3.1325	4.404007875
0.09779	3.09	3.128	4.41941376
0.09813	3.28	3.142	4.37150296
0.09813	3.11	3.154	4.33048024
0.09813	3.15	3.17	4.275846
0.09828	3.14	3.17	4.275846
0.09832	NA	3.2325	4.063117875
0.09832	3.28	3.285	3.8852715
0.09854	3.36	3.285	3.8852715
0.09854	3.36	3.248	4.01053056
0.09878	3.14	3.17	4.275846
0.09913	3.1	3.112	4.47423616
0.09913	2.89	3.098	4.52226456
0.09926	3.07	3.08	4.584096
0.0994	3.29	3.075	4.6012875
0.09973	3.05	3.23	4.071606
0.10013	NA	3.283333333	3.89090555668245
0.10013	3.51	3.28	3.902176
0.10013	NA	3.395	3.5151435
0.10013	NA	3.356666667	3.64374288776885
0.10013	3.28	3.253333333	3.99245155668525
0.10013	3.28	3.25	4.00375
0.1002	3.2	3.242	4.03087896
0.10067	3.24	3.266	3.94954584
0.10068	3.21	3.282	3.89541336
0.10113	3.4	3.268	3.94277536
0.10131	3.36	3.296	3.84810624
0.1016	3.13	3.312	3.79410816
0.10207	3.38	3.304	3.82109824
0.10213	3.29	3.29	3.868374
0.10245	3.36	3.3625	3.624146875
0.10253	NA	3.356666667	3.64374288776885
0.10254	3.42	3.38	3.565416
0.10255	NA	3.286666667	3.87963822109565
0.10281	3.36	3.19	4.207654
0.10347	3.08	3.12	4.446816
0.10393	2.9	3.062	4.64601816
0.10394	3.14	3.026	4.77013464
0.10413	2.83	3.128	4.41941376
0.10441	3.18	3.266	3.94954584
0.10449	3.59	3.298	3.84135256
0.10477	3.59	3.382	3.55870936
0.10483	3.3	3.464	3.28470144
0.1052	3.25	3.41	3.464934
0.1055	3.59	3.408	3.47162496
0.10554	3.32	3.396	3.51179424
0.10614	3.58	3.406	3.47831704
0.10614	3.24	3.366	3.61239384
0.10642	3.3	3.364	3.61910944
0.10657	3.39	3.302	3.82784856
0.10669	3.31	3.408	3.47162496
0.10696	3.27	3.53	3.065526
0.10699	3.77	3.56	2.966304
0.10699	3.91	3.582	2.89370136
0.1071	3.54	3.66	2.637384
0.10714	3.42	3.623333333	2.75766288998404
0.10714	NA	3.48	3.231456
0.10714	NA	3.29	3.868374
0.10714	NA	3.235	4.0546315
0.10714	3.16	3.243333333	4.02635622335285
0.10722	3.31	3.3175	3.775562875
0.10748	3.26	3.306	3.81434904
0.10767	3.54	3.382	3.55870936
0.10774	3.26	3.372	3.59225376
0.10818	3.54	3.382	3.55870936
0.10826	3.26	3.316	3.78061984
0.10879	3.31	3.33	3.733446
0.10884	3.21	3.33	3.733446
0.10905	3.33	3.312	3.79410816
0.10907	3.54	3.31	3.800854
0.10914	3.17	3.408	3.47162496
0.10932	3.3	3.42	3.431496
0.10948	3.7	3.386	3.54529944
0.10959	3.39	3.44	3.364704
0.10987	3.37	3.486666667	3.20929155444764
0.11014	NA	3.38	3.565416
0.11014	NA	3.235	4.0546315
0.11014	NA	3.235	4.0546315
0.11014	3.1	3.235	4.0546315
0.11015	3.37	3.236666667	4.04897488775764
0.11034	NA	3.3125	3.792421875
0.11034	3.24	3.4225	3.423140875
0.11038	3.54	3.4075	3.473297875
0.11046	3.54	3.442	3.35803096
0.11071	3.31	3.534	3.05228184
0.11081	3.58	3.566	2.94648984
0.11093	3.7	3.544	3.01919104
0.11093	3.7	3.458	3.30468696
0.111	3.43	3.402	3.49170456
0.11114	2.88	3.308	3.80760096
0.1112	3.3	3.246	4.01731224
0.1116	3.23	3.276	3.91570464
0.1119	3.39	3.416	3.44486784
0.11196	3.58	3.445	3.3480235
0.11196	3.58	3.3125	3.792421875
0.11203	NA	3.29	3.868374
0.11214	2.7	3.22	4.105576
0.1122	3.3	3.15	4.34415
0.11227	3.3	3.198	4.18040856
0.11227	3.3	3.32	3.767136
0.11246	3.39	3.318	3.77387736
0.11252	3.31	3.338	3.70651416
0.11283	3.29	3.358	3.63926296
0.11299	3.4	3.326	3.74691864
0.11299	3.4	3.33	3.733446
0.11301	3.23	3.343333333	3.68856955667684
0.11314	NA	3.315	3.7839915
0.11314	NA	3.245	4.0207035
0.11314	NA	3.325	3.7502875
0.11315	3.26	3.346666667	3.67735822110124
0.1133	3.39	3.345	3.6829635
0.11331	3.39	3.345	3.6829635
0.11349	3.34	3.3725	3.590575875
0.11361	NA	3.3675	3.607357875
0.11362	3.37	3.3175	3.775562875
0.11362	3.37	3.3025	3.826160875
0.11382	3.19	3.298	3.84135256
0.11397	3.28	3.304	3.82109824
0.11398	3.28	3.192	4.20084096
0.1141	3.4	3.082	4.57722136
0.11415	2.81	3.056	4.66667904
0.11415	2.64	2.928	5.10984576
0.11415	3.15	2.968	4.97086336
0.11425	2.64	2.984	4.91539584
0.11448	3.6	3.136	4.39202944
0.1145	2.89	3.1325	4.404007875
0.11464	3.4	3.3225	3.758710875
0.11465	NA	3.315	3.7839915
0.11465	3.4	3.47	3.264726
0.11522	3.57	3.3625	3.624146875
0.11522	3.51	3.342	3.69305496
0.11522	2.97	3.314	3.78736344
0.11541	3.26	3.242	4.03087896
0.11541	3.26	3.182	4.23491736
0.11567	3.21	3.102	4.50853656
0.11568	3.21	3.086	4.56347544
0.11573	2.57	3.07	4.618486
0.11576	3.18	2.942	5.06115096
0.11577	3.18	2.814	5.50840344
0.11599	2.57	2.875	5.2946875
0.11599	2.57	2.773333333	5.65145955673005
0.11615	NA	2.57	6.373686
0.11615	NA	2.615	6.2128515
0.11615	NA	2.485	6.6790315
0.11615	2.66	2.573333333	6.36175289008204
0.11615	2.31	2.573333333	6.36175289008204
0.1169	2.75	2.63	6.159366
0.11696	NA	2.6975	5.919460875
0.11696	2.8	2.8525	5.373395875
0.11702	2.93	2.905	5.1899635
0.11702	2.93	2.916	5.15162784
0.11721	2.96	2.948	5.04029856
0.11721	2.96	2.94	5.068104
0.11721	2.96	2.932	5.09592736
0.11732	2.89	3.134	4.39887384
0.11732	2.89	3.342	3.69305496
0.11768	3.97	3.472	3.25806976
0.11768	4	3.452	3.32468256
0.11793	3.61	3.432	3.39140736
0.11812	2.79	3.196	4.18721824
0.11812	2.79	2.86	5.347144
0.11812	2.79	2.668	6.02415136
0.11815	2.32	2.64	6.123744
0.11878	2.65	2.622	6.18788376
0.11878	2.65	2.604	6.25211424
0.11896	2.7	2.6	6.2664
0.11896	2.7	2.5875	6.311071875
0.11907	2.3	2.566666667	6.38562222102845
0.11915	NA	2.5	6.625
0.11915	NA	2.19	7.754454
0.11915	NA	2.385	7.0408515
0.11915	2.08	2.386666667	7.03479822101164
0.11926	2.69	2.4625	6.760196875
0.11926	2.39	2.444	6.82703904
0.11926	2.69	2.57	6.373686
0.11937	2.37	2.574	6.35936664
0.11938	2.71	2.574	6.35936664
0.11939	2.71	2.58	6.337896
0.11946	2.39	2.65	6.08815
0.11949	2.72	2.652	6.08103456
0.11949	2.72	2.588	6.30928416
0.11949	2.72	2.634	6.14511384
0.11955	2.39	2.614	6.21641944
0.1196	2.62	2.5875	6.311071875
0.1196	2.62	2.543333333	6.46926289008484
0.11962	NA	2.583333333	6.32597222341444
0.11966	NA	2.546666667	6.45730488769324
0.11972	2.51	2.506666667	6.60100622102285
0.11972	2.51	2.525	6.5350875
0.11979	2.5	2.544	6.46687104
0.11989	2.58	2.566	6.38800984
0.11995	2.62	2.602	6.25925656
0.11995	2.62	2.614	6.21641944
0.12015	2.69	2.61	6.230694
0.1204	2.56	2.598	6.27354456
0.1204	2.56	2.606	6.24497304
0.12041	2.56	2.596	6.28069024
0.12042	2.66	2.572	6.36652576
0.12065	2.64	2.59	6.302134
0.12085	2.44	2.608	6.23783296
0.12086	2.65	2.606	6.24497304
0.12086	2.65	2.576	6.35220864
0.12086	2.65	2.586	6.31643544
0.12132	2.49	2.554	6.43100824
0.12132	2.49	2.46	6.769224
0.12132	2.49	2.516	6.56743584
0.12145	2.18	2.512	6.58182016
0.12161	2.93	2.508	6.59620896
0.12177	2.47	2.504	6.61060224
0.12178	2.47	2.534	6.50276184
0.12178	2.47	2.435	6.8595915
0.12211	2.33	2.8825	5.268482875
0.12216	NA	3.02	4.790856
0.12216	4.26	2.926666667	5.11448622106204
0.12216	NA	3.225	4.0885875
0.12216	2.19	2.833333333	5.44055555672444
0.12219	NA	2.26	7.497064
0.12235	2.05	2.33	7.241046
0.12266	2.54	2.4175	6.922952875
0.12266	2.54	2.344	7.19000704
0.12266	2.54	2.33	7.241046
0.12274	2.05	2.324	7.26293664
0.12331	1.98	2.318	7.28483736
0.12336	2.51	2.312	7.30674816
0.1235	2.51	2.404	6.97189024
0.1235	2.51	2.49	6.661014
0.12378	2.51	2.49	6.661014
0.1238	2.41	2.49	6.661014
0.12401	2.51	2.5	6.625
0.12401	2.51	2.458	6.77644696
0.12416	2.56	2.464	6.75478144
0.12419	2.3	2.394	7.00817304
0.12433	2.44	2.365	7.1135515
0.12451	2.16	2.415	6.9320115
0.12465	NA	2.45	6.80535
0.12465	2.76	2.45	6.80535
0.12468	2.44	2.49	6.661014
0.12468	2.44	2.488	6.66822016
0.12482	2.32	2.392	7.01543296
0.12488	2.48	2.38	7.059016
0.12514	2.28	2.36	7.131744
0.12516	NA	2.413333333	6.93805155676364
0.12516	NA	2.413333333	6.93805155676364
0.12535	2.48	2.403333333	6.97430822343124
0.12535	2.48	2.4475	6.814385875
0.12548	2.25	2.43	6.877686
0.12566	2.58	2.364	7.11718944
0.12583	2.36	2.62	6.195016
0.12616	2.15	2.654	6.07392024
0.12616	3.76	2.876	5.29119264
0.12616	2.42	2.874	5.29818264
0.12616	3.69	2.918	5.14466136
0.12618	2.35	2.682	5.97443736
0.12654	2.37	2.714	5.86101144
0.12689	2.58	2.492	6.65380896
0.12697	2.58	2.5275	6.526105875
0.12697	2.58	2.785	5.6103715
0.12705	NA	2.775	5.6455875
0.12705	3.4	2.795	5.5751835
0.12724	2.54	2.8625	5.338396875
0.1276	2.66	2.988	4.90154016
0.12795	2.85	3.048	4.69424256
0.12799	3.49	3.106	4.49481304
0.12816	3.7	3.356	3.64598304
0.12831	2.83	3.572	2.92668576
0.12838	3.91	3.572	2.92668576
0.12838	3.93	3.53	3.065526
0.12859	3.49	3.512	3.12518016
0.1286	3.49	3.4125	3.456571875
0.12866	2.74	3.165	4.2929115
0.12883	NA	3.1875	4.216171875
0.12902	2.94	3.095	4.5325635
0.12917	3.58	3.213333333	4.12823822335565
0.12938	3.12	3.3025	3.826160875
0.1294	NA	3.3425	3.691372875
0.1294	3.57	3.2675	3.944467875
0.12973	3.1	3.4825	3.223142875
0.13009	3.28	3.582	2.89370136
0.1301	3.98	3.664	2.62428544
0.13011	3.98	3.732	2.40229536
0.13011	3.98	3.752	2.33725056
0.13017	3.44	3.732	2.40229536
0.13044	3.38	3.712	2.46745216
0.13047	3.88	3.61	2.801494
0.13048	3.88	3.784	2.23341184
0.1308	3.47	3.97	1.635526
0.13089	4.31	4.056	1.36235904
0.13089	4.31	3.89	1.891494
0.13089	4.31	3.902	1.85298456
0.13101	3.05	3.818	2.12339736
0.13115	3.53	3.796	2.19454624
0.13117	3.89	3.774	2.26583064
0.13119	4.2	4.042	1.40668696
0.13119	4.2	4.07	1.318086
0.13137	4.39	4.148	1.07242656
0.1315	3.67	4.164	1.02224544
0.13153	4.28	4.138	1.10382616
0.13153	4.28	3.962	1.66104216
0.13171	4.07	4.136	1.11010944
0.13185	3.51	4.188	0.947108160000001
0.13188	4.54	4.24	0.784864000000001
0.13188	4.54	4.2825	0.652822875000002
0.13188	4.54	4.5325	-0.113652124999997
0.13217	NA	4.525	-0.0909124999999986
0.13227	4.51	4.345	0.459563500000002
0.13227	4.51	4.3475	0.451855875
0.13253	3.82	4.388	0.327236160000003
0.13262	4.55	4.396	0.302674240000001
0.13262	4.55	4.264	0.71023744
0.13262	4.55	4.414	0.247475440000004
0.13287	3.85	4.418	0.235221360000001
0.13296	4.57	4.28	0.660576
0.13296	4.57	4.088	1.26124416
0.13317	3.86	4.1	1.2234
0.13317	3.59	4.08	1.286496
0.13321	3.91	4.06	1.349704
0.13335	4.47	4.182	0.965877359999999
0.13335	4.47	4.268	0.697815360000001
0.13335	4.47	4.354	0.43182424
0.13355	4.02	4.328	0.512021759999998
0.1337	4.34	4.302	0.592408560000004
0.1337	4.34	4.202	0.903352560000001
0.1337	4.34	4.246	0.766192240000001
0.13389	3.97	4.246	0.766192240000001
0.13398	4.24	4.246	0.766192240000001
0.13404	4.34	4.124	1.14783264
0.13404	4.34	4.22	0.847176000000003
0.13417	3.73	4.168	1.00971136
0.13417	4.45	4.206	0.890861039999998
0.13423	3.98	4.244	0.772415040000002
0.13439	4.53	4.404	0.278130240000003
0.13439	4.53	4.334	0.493497840000001
0.13439	4.53	4.474	0.0641346400000011
0.13457	4.1	4.504	-0.027157759999997
0.13468	4.68	4.416	0.241347839999999
0.13468	4.68	4.434	0.186249840000002
0.13491	4.09	4.538	-0.13031784
0.13502	4.62	4.338	0.481154159999999
0.13503	4.62	4.22	0.847176000000003
0.13517	3.68	4.344	0.462647039999999
0.13525	4.09	4.362	0.407186160000002
0.13539	4.71	4.38	0.351816000000001
0.13539	4.71	4.514	-0.057532559999999
0.1354	4.71	4.554	-0.178751759999999
0.13551	4.35	4.476	0.0580406400000002
0.13559	4.29	4.45	0.137349999999999
0.13574	4.32	4.424	0.216848640000002
0.13579	4.58	4.402	0.284264560000001
0.13586	4.58	4.38	0.351816000000001
0.13593	4.24	4.395	0.305743500000001
0.136	4.18	4.355	0.4287435
0.13617	NA	4.28	0.660576
0.1362	4.42	4.34	0.474984000000001
0.13623	NA	4.353333333	0.433878223249245
0.13631	4.42	4.3075	0.575387875000001
0.13634	4.22	4.275	0.6760875
0.13669	4.17	4.214	0.86589144
0.13703	4.29	4.25	0.753750000000001
0.13737	3.97	4.326	0.518198640000003
0.13777	4.6	4.268	0.697815360000001
0.13777	4.6	4.204	0.897106240000002
0.13781	3.88	4.33	0.505846
0.13805	3.97	4.172	0.997181760000001
0.13806	4.6	4.052	1.37501856
0.13818	3.81	4.095	1.2391635
0.13839	4	4.1525	1.058305875
0.13846	NA	4.0525	1.373435875
0.13846	4.2	4.133333333	1.11848888993644
0.13873	4.2	4.13	1.128966
0.13888	NA	3.995	1.5559035
0.13908	3.99	3.8675	1.963807875
0.13908	3.59	3.735	2.3925315
0.13908	3.69	3.748	2.35025056
0.13908	3.67	3.694	2.52618904
0.13908	3.8	3.9	1.8594
0.13908	3.72	4.084	1.27386784
0.13916	4.62	4.1875	0.948671875000002
0.13916	4.61	4.265	0.707131500000003
0.13918	NA	4.4875	0.0230218750000031
0.13942	4.11	4.42	0.229096
0.13962	4.61	4.355	0.4287435
0.13997	4.35	4.312	0.561468160000001
0.13997	4.35	4.306	0.580029040000002
0.14011	4.14	4.254	0.741312240000002
0.14045	4.08	4.23	0.816006000000001
0.14052	4.35	4.175	0.987787500000003
0.14067	NA	4.1675	1.011277875
0.14067	4.13	4.24	0.784864000000001
0.14079	4.11	4.245	0.769303500000001
0.14084	4.37	4.224	0.834704640000001
0.14084	4.37	4.18	0.972136000000003
0.14113	4.14	3.956	1.68019104
0.14118	3.91	3.896	1.87223424
0.14118	2.99	3.896	1.87223424
0.14148	4.07	3.96	1.667424
0.14149	4.37	4.07	1.318086
0.14159	4.46	4.378	0.357963760000002
0.14159	4.46	4.47	0.0763260000000034
0.1417	4.53	4.384	0.339523839999999
0.1417	4.53	4.306	0.580029040000002
0.14171	3.94	4.2	0.909600000000002
0.14182	4.07	4.126	1.14154264
0.14216	3.93	4.112	1.18559616
0.14217	4.16	4.155	1.0504635
0.14234	4.46	4.27	0.691606000000003
0.14238	NA	4.3	0.598600000000002
0.14247	4.53	4.2675	0.699367875000001
0.14251	4.05	4.26	0.722664000000002
0.14285	4.03	4.294	0.617181040000002
0.14292	4.43	4.235	0.800431500000001
0.14292	4.43	4.2325	0.808217875000002
0.14306	NA	4.3	0.598600000000002
0.14306	4.04	4.203333333	0.899188223263248
0.14318	NA	4.08	1.286496
0.14319	4.14	4.1675	1.011277875
0.14354	4.06	4.1475	1.073995875
0.14383	4.43	4.174	0.990918640000001
0.14388	3.96	4.202	0.903352560000001
0.14408	4.28	4.262	0.71645016
0.14408	4.28	4.194	0.928349040000001
0.14418	4.36	4.238	0.791090159999999
0.14457	4.09	4.238	0.791090159999999
0.14491	4.18	4.112	1.18559616
0.14512	4.28	3.99	1.571814
0.14519	3.65	3.966	1.64828184
0.14519	3.75	3.998	1.54636056
0.14523	3.97	4.01	1.508214
0.14524	4.34	4.092	1.24862496
0.14524	4.34	4.154	1.05360024
0.14525	4.06	4.142	1.09126296
0.14559	4.06	4.074	1.30544664
0.14562	3.91	3.99	1.571814
0.14593	4	3.9725	1.627555875
0.14608	3.92	3.943333333	1.72064955662085
0.14619	NA	4	1.54
0.14619	NA	3.946666667	1.70999822115724
0.14627	4.08	3.92	1.795296
0.14646	3.84	3.97	1.635526
0.14646	3.84	3.992	1.56544896
0.14661	4.12	3.978	1.61002776
0.14695	4.08	4.0125	1.500271875
0.14729	4.01	3.9925	1.563857875
0.14738	NA	3.9425	1.723312875
0.14738	3.76	3.9025	1.851380875
0.1475	3.92	3.9125	1.819321875
0.1475	3.92	3.936	1.74409344
0.14763	4.05	3.898	1.86581656
0.14797	4.03	3.934	1.75048984
0.14819	3.57	3.972	1.62914976
0.14831	4.1	3.96	1.667424
0.14865	4.11	3.952	1.69296256
0.14866	3.99	4.008	1.51456896
0.14866	3.99	4.02	1.476456
0.14899	3.85	4.002	1.53364056
0.14919	4.16	4.005	1.5241035
0.14933	4.02	4.005	1.5241035
0.1495	NA	4.0925	1.247047875
0.1495	3.99	4.1025	1.215520875
0.14953	4.2	4.1025	1.215520875
0.14953	4.2	4.066	1.33072984
0.14967	4.02	3.968	1.64190336
0.14978	3.92	3.826	2.09755864
0.14978	3.5	3.682	2.56539736
0.14978	3.49	3.678	2.57847576
0.14978	3.48	3.6175	2.776832875
0.15001	4	3.755	2.3275035
0.15019	NA	3.895	1.8754435
0.15028	4.05	4	1.54
0.15028	4.05	4.025	1.4605875
0.15035	3.9	4.04	1.413024
0.1504	4.1	4.034	1.43204184
0.1504	4.1	4.03	1.444726
0.15068	4.02	4.1175	1.168282875
0.15079	NA	4.155	1.0504635
0.15097	4.25	4.1	1.2234
0.15097	4.25	4.01	1.508214
0.151	3.88	3.828	2.09110176
0.15119	3.66	3.768	2.28529536
0.15119	3.1	3.6475	2.678345875
0.15133	3.95	3.665	2.6210115
0.15159	NA	3.73	2.408806
0.15159	3.95	3.965	1.6514715
0.15165	3.92	4	1.54
0.15181	4.04	4.076	1.29912864
0.15197	4.09	4.162	1.02851416
0.15213	4.38	4.2	0.909600000000002
0.15213	4.38	4.24	0.784864000000001
0.15231	4.11	4.2475	0.761525875000003
0.1526	NA	4.155	1.0504635
0.15263	4.12	4.1675	1.011277875
0.15296	4.01	4.1375	1.105396875
0.1532	4.43	4.1375	1.105396875
0.15328	3.99	4.1175	1.168282875
0.15368	NA	4.105	1.2076435
0.15368	4.04	4.0125	1.500271875
0.15393	3.96	4.04	1.413024
0.1542	4.06	4.036	1.42570144
0.1542	4.1	4.062	1.34337816
0.15426	4.02	4.084	1.27386784
0.15458	4.17	4.124	1.14783264
0.15491	4.07	4.156	1.04732704
0.1552	4.26	4.174	0.990918640000001
0.1552	4.26	4.175	0.987787500000003
0.15523	4.11	4.1575	1.042622875
0.15553	NA	4.1	1.2234
0.15553	4	4.07	1.318086
0.15588	4.03	3.8975	1.867420875
0.15602	4.14	3.94	1.731304
0.1562	3.42	3.946	1.71212824
0.15653	4.11	3.925	1.7792875
0.15716	4.03	3.95	1.69935
0.1572	NA	4.126666667	1.13944622117405
0.15748	4.24	4.126666667	1.13944622117405
0.15758	NA	4.143333333	1.08707622326884
0.15758	4.11	4.1275	1.136825875
0.15836	4.08	4.0725	1.310185875
0.15836	4.08	4.082	1.28018136
0.15842	4.02	4.032	1.43838336
0.15874	4.12	4.002	1.53364056
0.15885	3.86	3.998	1.54636056
0.15906	3.93	4.006	1.52092504
0.15915	4.06	3.982	1.59728536
0.15915	4.06	3.996	1.55272224
0.1592	4	4.0125	1.500271875
0.15937	3.93	3.7425	2.368132875
0.15943	NA	3.7125	2.465821875
0.1596	2.98	3.6925	2.531087875
0.15969	3.94	3.69	2.539254
0.15994	3.92	3.772	2.27231776
0.15994	3.92	3.97	1.635526
0.16001	4.1	3.9825	1.595692875
0.16021	NA	3.85	2.02015
0.16033	3.99	3.705	2.4902835
0.16048	3.39	3.5275	3.073805875
0.16048	3.34	3.584	2.88710784
0.16048	3.39	3.592	2.86074496
0.16065	3.81	3.652	2.66359456
0.16096	4.03	3.778	2.25285976
0.16121	3.69	3.875	1.9396875
0.16128	3.97	3.8725	1.947725875
0.16129	NA	3.8425	2.044322875
0.16129	3.8	3.8875	1.899521875
0.1616	3.91	3.9275	1.771285875
0.16191	3.87	3.882	1.91718936
0.16203	4.13	3.932	1.75688736
0.16253	3.7	3.96	1.667424
0.1631	4.05	3.968	1.64190336
0.1631	4.05	3.9275	1.771285875
0.16313	3.91	3.9675	1.643497875
0.16315	NA	3.9225	1.787290875
0.16315	3.86	3.865	1.9718515
0.16343	3.87	3.85	2.02015
0.16373	3.82	3.8625	1.979896875
0.16381	NA	3.863333333	1.97721488996164
0.16404	3.9	3.98	1.603656
0.16421	NA	3.976666667	1.61427622116005
0.16421	4.22	3.9175	1.803302875
0.16434	3.81	3.923333333	1.78462288995605
0.16464	3.74	3.8625	1.979896875
0.16503	NA	3.7575	2.319382875
0.16503	3.68	3.74	2.376264
0.16524	3.8	3.7775	2.254480875
0.16555	3.74	3.732	2.40229536
0.16592	3.89	3.67	2.604646
0.16621	3.55	3.672	2.59810176
0.16621	3.37	3.686	2.55232344
0.16626	3.81	3.662	2.63083416
0.16626	3.81	3.69	2.539254
0.16675	3.77	3.7775	2.254480875
0.16696	NA	3.7675	2.286917875
0.16696	3.72	3.7725	2.270695875
0.16736	3.77	3.785	2.2301715
0.16766	3.83	3.78	2.246376
0.16795	3.82	3.798	2.18807256
0.16823	3.76	3.802	2.17512856
0.16852	3.81	3.795	2.1977835
0.1688	3.79	3.74	2.376264
0.16894	NA	3.7525	2.335625875
0.16894	3.6	3.6675	2.612827875
0.16908	3.81	3.555	2.9828235
0.1691	3.47	3.68	2.571936
0.16922	3.34	3.708	2.48049696
0.16922	4.18	3.726	2.42183064
0.16937	3.74	3.812	2.14278816
0.16943	3.9	3.902	1.85298456
0.16943	3.9	3.836	2.06528544
0.16965	3.79	3.816	2.12985984
0.16993	3.85	3.77	2.278806
0.17021	3.64	3.73	2.408806
0.1705	3.67	3.715	2.4576715
0.17078	3.7	3.67	2.604646
0.17082	NA	3.666666667	2.61555555446445
0.171	NA	3.69	2.539254
0.171	3.63	3.65	2.67015
0.17106	3.74	3.4475	3.339685875
0.17118	3.58	3.436	3.37805344
0.17118	2.84	3.242	4.03087896
0.17122	3.39	3.232	4.06481536
0.17122	2.66	3.27	3.936006
0.17135	3.69	3.434	3.38472984
0.17163	3.77	3.442	3.35803096
0.17191	3.66	3.608	2.80807296
0.17226	3.43	3.698	2.51312856
0.17248	3.49	3.772	2.27231776
0.17259	4.14	3.752	2.33725056
0.17259	4.14	3.8325	2.076577875
0.17268	3.56	3.775	2.2625875
0.17274	NA	3.6125	2.793271875
0.17274	3.26	3.436666667	3.37582822110965
0.17276	3.49	3.476666667	3.24254288778005
0.1729	NA	3.4725	3.256405875
0.1729	3.68	3.5275	3.073805875
0.17304	3.46	3.545	3.0158835
0.17333	3.48	3.534	3.05228184
0.17361	3.56	3.4975	3.173300875
0.1739	3.49	3.5625	2.958046875
0.17392	NA	3.7275	2.416945875
0.17418	3.72	3.7525	2.335625875
0.17422	4.14	3.84	2.052384
0.17447	3.66	3.7675	2.286917875
0.17486	NA	3.783333333	2.23557222330245
0.17504	3.55	3.63	2.735766
0.17517	NA	3.6	2.8344
0.17517	3.68	3.6775	2.580110875
0.17533	3.57	3.7675	2.286917875
0.17576	3.91	3.748	2.35025056
0.17576	3.91	3.706	2.48702104
0.17619	3.67	3.718	2.44789336
0.17623	3.47	3.676	2.58501664
0.17648	3.63	3.64	2.702944
0.17676	3.7	3.586	2.88051544
0.17705	3.73	3.644	2.68982304
0.17723	3.4	3.6475	2.678345875
0.17733	3.76	3.665	2.6210115
0.17762	NA	3.6775	2.580110875
0.17762	3.77	3.755	2.3275035
0.1779	3.78	3.755	2.3275035
0.17819	3.71	3.812	2.14278816
0.17877	3.76	3.866	1.96863384
0.17891	4.04	3.856	2.00082304
0.17891	4.04	3.886	1.90433944
0.17906	3.73	3.906	1.84015704
0.17964	3.86	3.8725	1.947725875
0.17996	3.86	3.8525	2.012095875
0.17998	NA	3.84	2.052384
0.17998	3.96	3.833333333	2.07388888996445
0.18022	3.68	3.713333333	2.46310488997565
0.18123	NA	3.4225	3.423140875
0.18123	3.5	3.09	4.549734
0.18188	2.55	3.2425	4.029182875
0.18188	2.63	3.452	3.32468256
0.18207	4.29	3.596	2.84757024
0.18207	4.29	3.93	1.763286
0.18254	4.22	4.174	0.990918640000001
0.18254	4.22	4.145	1.0818435
0.18276	3.85	3.935	1.7472915
0.1829	NA	3.9075	1.835347875
0.1829	3.45	3.88	1.923616
0.18293	4.11	3.8525	2.012095875
0.18293	4.11	3.842	2.04593496
0.18305	3.74	3.91	1.827334
0.18334	3.8	3.858	1.99438296
0.18361	3.79	3.874	1.94290264
0.18412	3.85	3.874	1.94290264
0.18424	4.19	3.954	1.68657624
0.18438	3.74	4.036	1.42570144
0.18451	4.2	4.018	1.48280536
0.18451	4.2	3.94	1.731304
0.18489	3.76	3.942	1.72491096
0.18494	3.8	3.8775	1.931650875
